identity,ACTB,IFITM3,CD4,IFNG,B2M,umap_1,umap_2
CD8 T,3,0,0,0,33,2.184479865197122,-0.3217094648667747
CD4 Memory T,5,0,0,0,38,6.672032269600809,-3.337755735594886
CD4 Memory T,1,0,0,0,33,5.973128708962381,-3.2335930425712043
NK,2,0,0,0,60,1.2828001109399199,0.7212103050163812
CD4 Memory T,1,0,0,0,28,2.919263514641702,-2.2941079694816047
CD14 Mono,81,0,0,0,68,-8.00310715758425,-7.789131696898597
CD14 Mono,23,1,0,0,130,-8.210084524985373,-6.499198969084876
CD4 Naive T,5,0,0,0,36,6.043154629830301,-5.085288580138343
CD14 Mono,12,0,1,0,76,-5.032682028647482,-9.747578199584144
B,16,0,0,0,41,6.7265566912927035,7.6933216493538445
CD14 Mono,26,1,0,0,58,-6.5744405659399625,-8.092089708525794
CD4 Naive T,4,0,0,0,30,8.102072152260721,-3.929003771025794
CD14 Mono,6,0,0,0,29,-6.2505856426916715,-8.737334783751624
CD14 Mono,9,0,0,0,62,-8.06526717269045,-7.242069299895423
Eryth,18,0,0,0,48,-6.934345808859884,-9.251743848998206
NK,2,0,0,0,58,0.9187462655343414,1.274123851578576
CD16 Mono,33,0,0,0,50,-7.937700835105002,-3.0289168912955695
CD4 Memory T,3,0,0,0,20,5.836059006813944,-3.857007559020179
CD14 Mono,9,0,0,0,70,-7.422806349631369,-9.551413114745277
CD14 Mono,10,1,0,0,130,-8.471160498496115,-8.778241689879554
CD14 Mono,17,0,0,0,99,-7.759282675620138,-7.064593370635169
CD14 Mono,17,0,0,0,43,-6.447443571921408,-9.84426170178141
CD4 Naive T,2,0,0,0,39,5.776055726174295,-3.5059371549674445
pDC,11,0,0,0,81,-1.4797900589666964,-1.5164213735648566
CD4 Memory T,0,0,0,0,21,5.988128575447977,-3.0726085264274055
CD4 Naive T,2,0,0,0,22,5.691970261696756,-3.510689552504676
B,5,0,0,0,43,6.695817383889139,7.710971299927575
CD14 Mono,13,1,0,0,56,-4.996118155356466,-9.938907201964515
T activated,0,0,0,0,26,3.518928679589212,-3.265190180022376
CD8 T,1,0,0,0,40,6.85442629731077,-2.602289255339759
CD14 Mono,13,1,0,0,65,-5.652750578757345,-9.372965391356605
CD16 Mono,17,0,0,0,116,-9.357440558310568,-2.7188633043357306
B,13,0,0,0,76,4.751699360970438,8.015273515503747
CD14 Mono,29,3,0,0,124,-7.509857741232931,-7.150612409789222
CD4 Naive T,5,0,0,0,34,7.150535973671854,-4.651275213439124
pDC,6,0,0,0,66,-1.7330240877829195,-1.4426094848700934
CD4 Naive T,2,0,0,0,37,7.623052987221659,-3.2718413431235724
CD14 Mono,26,0,0,0,45,-6.234198656912863,-8.308393057067054
CD16 Mono,15,5,0,0,101,-9.155946341391623,-3.1858053762504035
CD14 Mono,10,0,0,0,23,-5.8039656552038785,-9.559398229796546
CD14 Mono,13,0,0,0,63,-7.746485796805441,-7.350159223754066
CD4 Naive T,1,0,0,0,21,7.490512761238993,-3.5060287077018195
CD16 Mono,37,0,0,0,55,-7.987244215842306,-3.262114341933387
CD14 Mono,10,0,0,0,48,-5.546503630515158,-9.691298063475745
CD14 Mono,13,0,0,0,40,-7.1353135975561734,-9.177673872191566
CD14 Mono,10,0,0,0,36,-6.681393710013449,-9.933926161009925
T activated,3,0,0,0,27,1.2022782889642118,-3.1024683076926642
DC,114,1,0,0,170,-4.83766469084841,-3.826910551268714
CD4 Memory T,0,0,0,0,30,6.296154412392557,-2.817351158339637
pDC,10,0,0,0,54,-1.4581018360815645,-1.5516248304435187
T activated,3,0,0,0,30,1.9895249930657743,-3.56766348667826
CD14 Mono,9,0,0,0,43,-5.485965815421164,-9.877125318724769
CD4 Naive T,0,0,0,0,28,7.317568692330301,-3.3292921144553596
CD16 Mono,36,1,0,0,87,-8.84002646529299,-3.1011913377829963
CD14 Mono,22,0,0,0,63,-6.647584524985373,-6.556304033476966
CD14 Mono,25,0,0,0,39,-7.161060419913351,-8.398236807067054
CD14 Mono,24,0,0,0,103,-7.711817828055441,-8.961919363219398
NK,0,0,0,0,50,-0.18500889563184975,0.7676356475761956
CD8 T,0,0,0,0,45,1.4196977940835356,0.5868565481117791
CD4 Memory T,3,0,0,0,78,4.853748711708963,-2.0824046690055305
CD14 Mono,60,0,0,0,104,-7.988639441367209,-5.74535804577555
CD14 Mono,7,0,0,0,116,-8.5796161564551,-6.1042013723441535
CD8 T,9,0,0,0,35,3.659502896431863,-1.2832214195319587
CD14 Mono,36,0,0,0,55,-7.903468218680441,-8.213652189452308
CD14 Mono,12,0,1,0,26,-6.689328757163107,-9.7155118543693
T activated,2,0,0,0,49,0.6167986718453765,-3.865262087065833
CD16 Mono,19,12,0,0,108,-8.960733977194845,-2.261464174468177
B,20,0,0,0,53,5.155833634499491,7.717805330078942
CD14 Mono,46,0,0,0,128,-8.691463080283224,-6.343488271910804
CD8 T,47,0,0,0,98,0.0185669390000701,-0.969454999644416
CD8 T,11,0,0,0,73,2.335372361306131,-0.4240666288920814
CD4 Naive T,1,0,0,0,54,8.065445336464823,-3.6325214464255744
CD14 Mono,34,0,0,0,66,-6.94194182479006,-7.728514726836341
CD4 Memory T,13,0,0,0,39,5.1452693072595,-2.9893913824149543
CD14 Mono,29,8,0,0,76,-8.041464892264425,-6.292117174346107
B,5,0,0,0,35,6.755624207619608,7.5214323442390985
CD14 Mono,10,0,0,0,62,-7.051103678580343,-8.531897123534339
DC,62,1,0,0,156,-6.920687762137472,-5.728066023070472
DC,110,0,0,0,65,-5.235267725821554,-4.393889959532874
CD14 Mono,11,1,0,0,38,-6.1591549786291715,-9.401186521727698
CD14 Mono,16,0,0,0,50,-7.6101060780249234,-7.328687723357337
CD4 Memory T,9,0,0,0,51,5.529358777169168,-3.3124020654746467
CD4 Naive T,0,0,0,0,27,6.272444161538065,-4.015668924529212
CD16 Mono,11,1,0,0,101,-9.096427527304709,-2.5922411043235236
CD4 Naive T,1,0,0,0,49,8.56824818528074,-4.013735826689857
CD16 Mono,47,3,0,0,119,-8.505498495932638,-3.72372775860514
CD14 Mono,33,0,0,0,114,-6.973446455832541,-6.75820737667765
CD4 Naive T,5,0,0,0,24,7.66292706406492,-3.9953101236411506
DC,46,0,0,0,101,-5.758673754569113,-4.982971723754066
CD4 Memory T,3,0,0,0,45,4.615837487343729,-2.7198110181876594
CD16 Mono,16,0,0,0,70,-8.47786482894045,-2.635872896392005
CD14 Mono,37,1,0,0,99,-6.291877833243429,-6.8851132947989875
CD14 Mono,4,0,0,0,55,-5.892926302786886,-9.541952665526527
CD4 Memory T,4,0,0,0,31,5.716892632607401,-2.8391938764640265
CD14 Mono,18,0,0,0,64,-7.569155779715597,-7.042353208739417
CD4 Naive T,2,0,0,0,35,7.978193673256815,-2.8967340547629767
CD14 Mono,32,5,0,0,22,-6.377995100852072,-8.153420026976722
CD14 Mono,20,0,0,0,54,-7.556775179740011,-7.74844699688639
CD4 Memory T,5,0,0,0,45,4.5989297953881625,-2.0987227518149787
CD4 Memory T,1,0,0,0,26,6.005699071053446,-3.9588442403861457
CD4 Memory T,2,0,0,0,48,6.767147931221903,-3.759670313079017
NK,9,0,0,0,49,-0.24559321724992988,0.960520450394494
CD16 Mono,48,1,0,0,125,-8.894548979636252,-4.908364828307288
T activated,0,0,0,0,23,2.551078471306741,-3.452262218672889
CD14 Mono,13,0,0,0,70,-7.256791678305685,-9.524536665160316
DC,28,0,0,0,52,-6.097024527426779,-5.52481418438639
CD4 Memory T,6,0,0,0,51,4.0021819201745394,-3.5033574659415656
CD4 Memory T,2,0,0,0,31,6.380263241890848,-3.3335037786551887
B Activated,31,0,0,0,57,2.657976302269876,8.415601197998864
DC,32,0,0,0,62,-6.782266703482687,-5.538466032225745
CD4 Naive T,1,0,0,0,25,7.768090161446512,-4.182408388335364
B,2,0,0,0,28,7.222283753518045,7.169340554993493
CD14 Mono,52,4,0,0,87,-8.463324156638205,-7.014635141570228
CD14 Mono,27,1,0,0,112,-8.12915000044924,-6.13216691799845
CD4 Memory T,6,0,0,0,41,6.278069409493387,-3.0238738615104133
CD16 Mono,24,1,0,0,88,-8.579070654746115,-2.9489698965140754
CD4 Memory T,3,0,0,0,54,5.685344609383524,-4.409009512145179
CD14 Mono,8,1,0,0,51,-7.530977335806906,-9.438833769042152
CD4 Naive T,1,0,0,0,45,5.153056534890116,-4.335994775969642
T activated,8,0,0,0,34,2.860709103707254,-3.6273215372153693
T activated,0,0,0,0,36,1.1896565285958647,-3.872332151610511
CD16 Mono,55,3,0,0,156,-9.044394102927267,-3.9821403581687385
CD14 Mono,13,0,0,0,73,-8.4361778172217,-7.8067842084952765
DC,34,0,0,0,158,-4.753620234366476,-3.72324209995951
CD14 Mono,11,0,0,0,66,-4.969955054160177,-9.74080711193766
CD14 Mono,19,0,0,0,45,-5.94818600737673,-8.00988441296305
CD14 Mono,31,0,0,0,53,-8.392288771506369,-6.5501170713492805
T activated,1,0,0,0,32,4.223819169167459,-3.023318823058265
CD4 Memory T,4,0,0,0,41,6.851850899819315,-3.5290413457938605
CD4 Memory T,18,0,0,0,30,5.490298184517801,-0.9564938504287177
CD4 Naive T,0,0,0,0,29,6.9754203883447055,-2.7021320421286994
CD14 Mono,5,0,0,0,34,-4.9479661854467984,-9.99941020794596
CD14 Mono,14,0,0,0,49,-5.893703070517599,-9.303567465026038
DC,74,0,0,0,90,-5.558137980338156,-4.785859640319007
CD4 Memory T,9,0,0,0,76,4.7252468196191195,-2.957366522032874
CD14 Mono,31,0,0,0,107,-8.698904600974142,-6.350831564147132
B,3,0,0,0,78,6.641684445504129,7.625348989289147
CD4 Memory T,1,0,0,0,50,5.663373860482157,-4.118683393675941
CD16 Mono,22,1,0,0,108,-9.186693755026877,-3.1374180872031623
B Activated,1,0,0,0,52,3.952820691231668,8.396100465576989
CD14 Mono,16,0,0,0,48,-6.904288855429709,-9.077745969969886
CD4 Memory T,1,0,0,0,41,6.646861943367899,-3.1623373586722785
CD14 Mono,13,0,0,0,28,-6.919538584586203,-9.959901388365882
CD14 Mono,18,0,0,0,41,-8.32026442610842,-8.172748144347327
NK,0,0,0,0,44,0.4852970567979217,1.2173846404961175
CD14 Mono,6,3,0,0,49,-4.858646956320822,-10.149690206725257
CD16 Mono,45,0,0,0,84,-8.18912085616213,-2.9684329588004523
B,4,0,0,0,30,6.637091073159159,7.9521879594734735
CD16 Mono,45,1,0,0,113,-8.579962340231955,-3.785010154921668
T activated,2,0,0,0,27,1.0690089789666533,-3.9521976072379523
CD4 Naive T,3,1,0,0,34,7.027409943703592,-4.905566271025794
CD14 Mono,55,0,0,0,93,-7.624281969901144,-5.9669967252799445
DC,75,0,0,0,171,-4.805409994956076,-3.784155662734168
CD8 T,0,0,0,0,31,4.670675191048563,-1.5175318080970222
CD4 Naive T,3,0,0,0,26,7.879686268929422,-4.056609924513953
CD4 Memory T,2,0,0,0,34,6.173995408181131,-4.007858808715003
T activated,2,0,0,0,46,0.285397949580133,-3.866493757445472
CD14 Mono,58,0,0,0,88,-7.915208903189718,-5.59057288952555
CD14 Mono,18,0,0,0,48,-8.610598173972189,-8.133726652342933
NK,0,0,0,0,41,1.7050278512277006,0.6482622664383477
CD14 Mono,44,0,0,0,62,-7.600242224570334,-6.176792200286048
CD4 Memory T,3,0,0,0,39,5.490889462593973,-2.7114139158317023
CD14 Mono,7,0,0,0,54,-5.218429175253927,-9.904431875426429
T activated,4,0,0,0,66,1.8529627648629545,-3.4909222681113654
B,21,0,0,0,51,6.215376767281473,6.0265736024788445
CD14 Mono,6,0,0,0,74,-7.819576826926291,-9.245853956420081
CD4 Naive T,4,0,0,0,34,7.369039925698221,-4.005496319014686
Eryth,2,0,0,0,17,7.126834305886209,-4.499029215056556
CD14 Mono,4,1,0,0,50,-6.471213904257834,-8.96552520580973
CD14 Mono,60,0,0,0,90,-7.2945333393774625,-7.065224226195472
NK,2,0,0,0,55,0.820228728417337,1.0588673990181512
CD16 Mono,28,0,0,0,102,-8.852106657858908,-4.1971226293631965
DC,31,1,0,0,149,-6.733180132742941,-5.77694230862345
B,7,0,0,0,39,5.463785561684549,8.077197496216638
CD4 Memory T,2,0,0,0,39,5.169487866524637,-2.6495154459067756
CD4 Naive T,2,0,0,0,38,6.415626439217508,-3.688644703108924
CD14 Mono,23,0,0,0,61,-6.604724493857443,-8.784989889342445
CD14 Mono,45,4,0,0,168,-8.358091917868673,-6.188445623595374
CD4 Memory T,3,0,0,0,68,4.103639515999735,-3.944337661940711
CD4 Naive T,2,0,0,0,49,7.163545998696268,-0.2542775083371574
CD16 Mono,41,1,0,0,111,-9.26873454177004,-2.8193474371024543
T activated,2,0,0,0,20,1.8388547030724882,-3.681299741942542
CD4 Memory T,2,0,0,0,56,3.425313147667825,-1.9758992750235969
CD14 Mono,20,0,0,0,38,-6.617621031638205,-8.944033201415198
CD14 Mono,6,2,0,0,66,-7.516880122061789,-8.756821211058753
CD14 Mono,25,1,0,0,142,-8.39974555098635,-8.308249052245277
CD16 Mono,18,4,0,0,80,-8.670618620749533,-2.2842028696128303
CD4 Naive T,2,0,0,0,33,6.6785759059228305,-3.631255205351966
CD14 Mono,22,0,0,0,54,-6.9818101795874234,-7.438341196257728
CD14 Mono,25,0,0,0,63,-6.6138902577124234,-7.216442163664954
B,3,0,0,0,48,6.301740559700907,7.575464193146569
CD4 Memory T,0,0,0,0,31,4.2843336192407016,-3.7625525552817756
CD8 T,1,0,0,0,62,0.06345166540521384,0.6839472096375054
CD4 Naive T,2,0,0,0,37,7.944619568947733,-3.5649014074393683
CD8 T,8,0,2,0,43,4.707928094033182,-4.418652589995521
CD14 Mono,23,0,0,0,72,-8.901359167929709,-6.692078645903724
CD4 Memory T,109,0,0,0,32,2.8637019721307158,-3.2898886758872443
NK,2,0,0,0,44,0.9243400422372222,1.1644616764000482
CD14 Mono,27,0,0,0,110,-8.758322325583517,-7.736064966399329
CD4 Memory T,4,0,0,0,44,6.718284997109354,-3.464042719084876
CD14 Mono,15,0,0,0,170,-8.03981312834841,-6.671639974791663
B,8,0,0,0,52,6.056981476906717,7.2018265169075555
CD14 Mono,30,1,0,0,51,-5.924656954642355,-9.140532072264808
CD14 Mono,29,0,0,0,110,-6.3196187885962125,-7.807220991332191
CD4 Naive T,1,0,0,0,37,7.907102975014627,-3.084004219252723
B,9,0,0,0,53,6.224750908974588,7.69919819049154
CD14 Mono,13,0,0,0,102,-8.756227103110373,-7.174445207793372
CD14 Mono,11,0,0,0,75,-7.815968123313009,-9.574585493285316
CD14 Mono,89,0,0,0,46,-6.557339278098166,-6.774490888793128
NK,5,0,0,0,71,-0.3387671681604981,1.3279089372566766
CD14 Mono,23,0,0,0,81,-8.820188132163107,-5.90572124310221
CD16 Mono,16,0,0,0,54,8.420419129494608,-4.008020456511634
DC,35,0,0,0,50,-5.90974721037966,-5.717252309996741
CD4 Memory T,1,0,0,0,33,5.3274501887597445,-2.545275505263465
CD4 Memory T,7,0,0,0,31,4.781928929451883,-1.917437132079261
CD14 Mono,13,0,0,0,66,-5.346449938651144,-8.199116285521644
CD4 Naive T,8,0,0,0,44,5.653447541359842,-4.10617929287638
CD8 T,2,0,0,0,65,2.345002326134622,0.07250318340573965
CD14 Mono,16,0,0,0,59,-6.164476481314718,-8.299636419493812
CD16 Mono,36,1,0,0,112,-8.8196645649634,-3.9918375570365363
CD4 Naive T,2,0,0,0,52,7.486702355507791,-4.571717317778724
CD14 Mono,22,1,0,0,53,-5.631086912985861,-8.314405973631995
Mk,47,0,0,0,87,-8.835047331687033,-6.558075960356849
CD8 T,1,0,0,0,54,0.6919782487191558,0.7718067806175775
CD4 Memory T,4,0,0,0,45,5.202060612801493,-3.2802341539451056
CD16 Mono,30,0,0,0,81,-8.872893896933615,-3.7559207040854865
CD14 Mono,15,1,1,0,85,-6.161655989523947,-7.252417619902747
CD14 Mono,41,0,0,0,80,-6.806694117423117,-6.967372472960609
CD14 Mono,10,0,0,0,40,-6.048178282614767,-9.829619940001624
CD14 Mono,22,0,0,0,29,-5.184139815207541,-9.335956152159827
CD14 Mono,34,4,0,0,124,-8.053406802054464,-5.852634962279456
CD8 T,0,0,0,0,50,4.293662938240946,-1.8941826183387214
CD14 Mono,39,1,0,0,131,-8.595857230063498,-5.482544477660316
B,4,0,0,0,34,6.658717068795145,7.957836572449548
CD14 Mono,4,5,0,0,49,-5.535552111502707,-8.82224899121012
CD14 Mono,22,0,0,0,95,-5.00951298796755,-8.489465292174476
CD4 Naive T,2,0,0,0,34,6.458732995156229,-3.9901214201041633
B,10,0,0,0,35,6.784976872567118,7.296160165589196
CD14 Mono,15,0,0,0,117,-9.211785879965841,-6.9018416959830695
CD14 Mono,3,0,0,0,22,-5.366940108176291,-9.932704504210609
CD4 Memory T,1,0,0,0,16,5.283567818764627,-1.9250813085624152
CD14 Mono,4,2,0,0,76,-4.840807524558127,-9.636511381346839
CD16 Mono,16,11,0,0,108,-9.164018240805685,-2.9504590589591437
CD16 Mono,37,2,0,0,113,-9.11981162154299,-3.387542064864295
CD4 Naive T,3,0,0,0,23,5.217934998635233,-3.653889949996131
CD4 Memory T,28,0,0,0,23,4.4695118991174105,-2.7269385416099006
CD16 Mono,42,2,0,0,124,-8.078519430991232,-2.9546766836234504
CD14 Mono,27,0,0,0,91,-7.863166418906271,-6.220204885680335
CD14 Mono,25,0,0,0,70,-9.463234511252463,-7.24100070782389
CD14 Mono,26,1,0,0,103,-8.823693838950216,-5.672733839232581
CD14 Mono,10,0,0,0,32,-6.133938876029074,-9.73478847332682
NK,4,0,0,0,42,0.7160733667649627,0.8464908044746942
CD4 Naive T,2,0,0,0,37,5.9758876887597445,-2.7468293268271857
B,3,0,0,0,44,6.292304429177225,7.620510999482018
CD14 Mono,18,1,0,0,112,-8.730005827780783,-7.553022440154212
DC,26,1,0,0,97,-6.53751238906008,-5.513761099059241
CD14 Mono,47,0,0,0,115,-6.512754526969015,-7.162042196471351
CD14 Mono,35,2,0,0,160,-8.981012907858908,-5.363246496398109
Mk,1,0,0,0,48,4.894989880684793,-5.547465856749671
NK,1,0,0,0,48,-0.06719895922762155,0.9994511049202508
CD8 T,18,0,0,0,70,0.15695825493711235,0.46269315890584645
B Activated,3,0,0,0,59,0.2652829912938476,-2.6893153745719367
CD14 Mono,29,0,0,0,84,-8.7541128071509,-7.095522459227698
CD4 Memory T,5,0,0,0,24,7.203683289650858,-3.969186123091834
T activated,1,0,0,0,25,0.932201418045938,-3.45344549008097
CD4 Memory T,1,0,0,0,31,6.3420399752892855,-2.847831304747718
CD4 Naive T,1,0,0,0,30,7.029960545662821,-5.079842146117347
CD14 Mono,5,0,0,0,67,-7.544766989584982,-8.122188146788734
CD14 Mono,29,0,0,0,76,-6.765097227927267,-7.193976457793372
Mk,0,0,0,0,76,5.263625535134256,-5.530535276610511
CD4 Naive T,4,0,0,0,29,7.262280377510965,-4.3505368787833625
CD16 Mono,13,4,0,0,79,-8.889662352438986,-2.6680019456931525
CD14 Mono,60,0,0,0,83,-7.222321120139181,-6.210477407652991
CD14 Mono,16,0,0,0,37,-6.320316401358664,-10.005178030211585
Mk,5,0,0,0,70,0.4424570528306365,0.34700289778028187
CD14 Mono,46,0,0,0,169,-9.466892805930197,-6.8489499647208625
DC,55,0,0,0,74,-5.705691424246847,-4.98568254299845
DC,20,0,0,0,119,-4.924168673392355,-3.903014715392249
CD14 Mono,30,0,0,0,80,-9.139863577719748,-7.742492731291907
T activated,1,0,0,0,40,5.473395260933817,-3.2689867574759894
CD14 Mono,8,0,0,0,88,-8.529077139731466,-8.439904745299476
CD4 Memory T,3,0,0,0,26,6.555550011757791,-3.563289697844642
CD16 Mono,23,1,0,0,79,-8.522597876425802,-3.7478662092276984
Mk,11,0,0,0,42,4.811870488289774,-5.733609731871741
CD14 Mono,26,0,0,0,69,-6.515279856558859,-6.901052053649085
CD16 Mono,27,0,0,0,67,-8.291241255637228,-3.12212544270243
B Activated,2,0,0,0,61,3.092358502510965,8.27793354205404
CD16 Mono,18,3,1,0,73,-8.539209929343283,-2.813482578475135
CD14 Mono,10,2,0,0,103,-7.014431563254416,-7.5428610403129035
CD14 Mono,16,0,0,0,23,-6.51535662734133,-9.688472326476234
T activated,3,0,0,0,35,3.74882999337095,-3.076158817488807
CD14 Mono,19,4,0,0,73,-7.057712641593039,-5.9083324033805305
CD4 Naive T,6,0,0,0,31,8.275697144631327,-3.3096287805625373
CD4 Naive T,6,0,0,0,39,7.964153679970682,-4.352272566039222
CD14 Mono,9,2,0,0,58,-6.224245158072531,-5.478557642180579
CD16 Mono,23,3,0,0,70,-8.653602209921896,-2.806604440886634
B Activated,12,0,0,0,27,3.72823992646116,8.564184610169274
B,3,0,0,0,45,7.209203156594217,7.591529313843591
CD14 Mono,31,0,0,0,52,-8.182756033774435,-7.1926742155143195
CD14 Mono,18,2,0,0,48,-6.187054720755636,-9.386212881285804
B Activated,2,0,0,0,46,4.353422555092752,8.4271301668099
CD14 Mono,22,0,0,0,53,-6.25992974364382,-7.603167589385169
CD16 Mono,7,3,0,0,60,-8.06037148558718,-2.4663601476737433
B,4,0,0,0,42,6.48609248078245,7.689190332215173
CD14 Mono,21,0,0,0,75,-6.708095637198507,-9.437579687316077
CD16 Mono,25,0,0,0,41,-7.964770880576193,-2.953521068770545
T activated,5,0,0,0,40,2.1484824744500517,-3.635863121230262
CD14 Mono,17,0,0,0,36,-6.564880457755148,-7.919346864897864
CD14 Mono,16,0,0,0,110,-6.08914813124758,-7.785401399809974
T activated,1,0,0,0,50,1.804785761002481,-3.627363260466712
CD4 Memory T,2,0,0,0,31,6.363599213723123,-3.6222603876182013
CD4 Naive T,3,0,0,0,27,7.788137349251688,-3.8226161558219367
B Activated,4,0,0,0,60,3.0482699004449247,8.727265779297692
CD14 Mono,53,2,0,0,89,-7.375533190604269,-5.893840845305579
CD16 Mono,9,1,0,0,55,-4.7221384915075895,-9.846148069579261
CD14 Mono,15,2,0,0,52,-7.288726416464865,-6.010958250243323
CD16 Mono,46,0,0,0,66,-8.77063998305422,-4.3234444219657355
CD14 Mono,2,0,0,0,26,-4.647659388419211,-10.03598075695719
CD4 Memory T,4,0,0,0,42,7.081972512368143,-2.8837347585746222
CD4 Naive T,6,0,0,0,55,6.723818215493143,-5.15815740414347
CD4 Memory T,5,0,0,0,43,6.954864415291727,-3.398610408980506
CD4 Naive T,3,0,0,0,67,4.975558194283426,-4.2028599340506965
pDC,14,0,0,0,99,-1.4648958119116426,-1.4428116638251716
CD16 Mono,32,2,0,0,54,-8.526460257407248,-3.123285587508338
CD14 Mono,21,2,0,0,81,-6.49352177703005,-7.65141969509806
NK,7,0,0,0,75,0.7387759414948821,0.10493578426156698
CD4 Naive T,1,0,0,0,43,8.1189979640283,-4.654211099822181
CD14 Mono,18,0,0,0,55,-6.18177279555422,-9.409373815734046
B,5,0,0,0,46,6.592689904335916,7.6081399362495965
CD14 Mono,23,4,0,0,99,-7.5320845516882535,-7.248261984069007
CD4 Naive T,0,0,0,0,26,7.894547852639139,-3.347190197188514
DC,63,0,0,0,93,-4.9722395809851285,-4.040401514250892
CD14 Mono,20,0,0,0,62,-6.31768759810549,-9.476666982848304
DC,47,0,0,0,182,-4.796603289481222,-3.785705145079749
CD16 Mono,21,2,0,0,69,-9.384984579917013,-2.819229896742957
CD16 Mono,39,0,0,0,86,-9.091516104575216,-2.548024233061927
CD14 Mono,22,0,0,0,87,-7.14099606597048,-6.873346861083167
DC,50,0,0,0,71,-7.2551399143896695,-6.063410814482825
CD14 Mono,28,0,0,0,70,-8.407603827353537,-7.884896333892005
CD14 Mono,76,1,0,0,140,-9.263829794760763,-6.528431947905677
CD4 Naive T,6,1,0,0,70,6.034538182381571,-5.064340170104163
CD4 Memory T,2,0,0,0,29,6.808970364693582,-2.496008451659339
Eryth,24,0,0,0,60,-5.933767405386984,-9.375538404662269
CD14 Mono,32,0,0,0,105,-9.309024420615255,-7.091998632628577
CD16 Mono,11,0,0,0,85,-8.196634856101095,-2.771117742735999
CD14 Mono,29,0,0,0,87,-7.575199690695822,-8.390982206542152
CD16 Mono,25,1,0,0,83,-8.963042822714865,-2.8425951559134894
CD4 Naive T,1,0,0,0,20,6.918972882393778,-2.732017334181922
NK,0,0,0,0,47,0.38739022887128594,0.5115547817162103
CD16 Mono,60,1,0,0,189,-9.187214461203634,-3.5302742082663947
T activated,2,0,0,0,25,1.0280617800988554,-3.9266219694205695
CD16 Mono,10,0,0,0,75,-7.990704146262228,-2.4646027643271857
B,4,0,0,0,33,7.52126446640867,7.435032312195641
CD4 Memory T,2,0,0,0,28,6.38313666260618,-2.9951248724051887
CD14 Mono,13,0,0,0,25,-5.697008696433127,-8.85015827007975
CD4 Naive T,1,0,0,0,46,5.4765638438500766,-4.743256147582191
NK,7,0,0,0,51,0.9559400407113433,1.0071710985115594
CD14 Mono,11,0,0,0,53,-6.328609553214132,-9.842483099181312
CD14 Mono,20,0,0,0,55,-7.359329310294211,-8.695948179442542
CD14 Mono,18,0,0,0,24,-6.310791102286398,-7.089740331847327
CD14 Mono,22,0,0,0,41,-5.202881422873556,-8.174053724486487
CD14 Mono,23,1,0,0,72,-6.595669833060324,-8.274594839293616
NK,0,0,0,0,38,1.2124349204339384,1.1367176216057366
CD4 Naive T,9,1,0,0,63,5.020846757058084,-4.6010275442191535
T activated,0,0,0,0,17,1.9535707560815214,-3.7875867445060187
NK,4,0,0,0,32,1.4227307168282866,0.576852921765191
CD8 T,0,0,0,0,64,1.4323513833321928,0.38130522183690724
